ProdutoId;Nome Produto;Tipo Dado;Title;Content;Http-Equiv;Name;Scheme
80153;SOS Concreto Drylevis, 10L – Proteção Duradoura Contra Umidade e Corrosão;meta;;sos concreto 10litros, impermeabilizante para concreto,impermeabilizante para argamassa,impermeabilizante hidrofóbico,impermeabilização de concreto,proteção contra umidade no concreto,evitar infiltrações no concreto,impermeabilizante para fundações,impermeabilizante para lajes,impermeabilizante para reboco,impermeabilizante para contrapiso,impermeabilizante para rejunte,impermeabilizante para baldrame,impermeabilizante para reservatórios,impermeabilizante para tanques,tratamento de umidade no concreto,impermeabilizante cimentício,impermeabilizante líquido para concreto,proteção contra eflorescência,produto para evitar corrosão no concreto,melhor impermeabilizante para concreto;;keywords;
80153;SOS Concreto Drylevis, 10L – Proteção Duradoura Contra Umidade e Corrosão;meta;;Evite infiltrações e prolongue a vida útil do seu concreto! SOS Concreto 10L garante impermeabilização eficiente. Adquira o seu e proteja sua obra!;;description;
80154;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Prata - Baixo VOC, Resistência ao Intemperismo;title;Zero Obra Elastment Verniz Pu Manta Líquida 3,5KG Brilhante Prata - Baixo VOC, Resistência ao Intemperismo
80154;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Prata - Baixo VOC, Resistência ao Intemperismo;meta;;O Zero Obra Brilhante da Drylevis é uma manta líquida de poliuretano bi componente base d’água de alto brilho que confere ao substrato proteção contra raios UV e alta resistência mecânica. Adquira hoje mesmo no nosso site Escuta o Véio!;;description;
80154;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Prata - Baixo VOC, Resistência ao Intemperismo;meta;;Zero Obra 3,5kg brilhante prata, Zero Obra 3,5kg brilhante prata preço, Zero Obra 3,5kg brilhante prata valor, Zero Obra 3,5kg brilhante prata onde comprar, Verniz pu 3,5kg brilhante prata, Verniz pu 3,5kg brilhante prata preço, Verniz pu 3,5kg brilhante prata valor, Verniz pu 3,5kg brilhante prata onde comprar, Manta Líquida 3,5kg brilhante prata, Manta Líquida 3,5kg brilhante prata preço, Manta Líquida 3,5kg brilhante prata valor, Manta Líquida 3,5kg brilhante prata onde compra;;keywords;
80155;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Cinza Escuro - Baixo VOC, Resistência ao Intemperismo;title;Zero Obra Elastment Verniz Pu Manta Líquida 3,5KG Brilhante Cinza Escuro - Baixo VOC, Resistência ao Intemperismo
80155;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Cinza Escuro - Baixo VOC, Resistência ao Intemperismo;meta;;Zero Obra 3,5kg brilhante cinza escuro, Zero Obra 3,5kg brilhante cinza escuro preço, Zero Obra 3,5kg brilhante cinza escuro valor, Zero Obra 3,5kg brilhante cinza escuro onde comprar, Verniz pu 3,5kg brilhante cinza escuro, Verniz pu 3,5kg brilhante cinza escuro preço, Verniz pu 3,5kg brilhante cinza escuro valor, Verniz pu 3,5kg brilhante cinza escuro onde comprar, Manta Líquida 3,5kg brilhante cinza escuro, Manta Líquida 3,5kg brilhante cinza escuro preço, Manta Líquida 3,5kg brilhante cinza escuro valor, Manta Líquida 3,5kg brilhante cinza escuro onde compra;;keywords;
80155;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Cinza Escuro - Baixo VOC, Resistência ao Intemperismo;meta;;O Zero Obra Brilhante da Drylevis é uma manta líquida de poliuretano bi componente base d’água de alto brilho que confere ao substrato proteção contra raios UV e alta resistência mecânica. Adquira hoje mesmo no nosso site Escuta o Véio!;;description;
80156;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Branco - Baixo VOC, Resistência ao Intemperismo;title;Zero Obra Elastment Verniz Pu Manta Líquida 3,5KG Brilhante Branco - Baixo VOC, Resistência ao Intemperismo
80156;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Branco - Baixo VOC, Resistência ao Intemperismo;meta;;Zero Obra 3,5kg brilhante branco, Zero Obra 3,5kg brilhante branco preço, Zero Obra 3,5kg brilhante branco valor, Zero Obra 3,5kg brilhante branco onde comprar, Verniz pu 3,5kg brilhante branco, Verniz pu 3,5kg brilhante branco preço, Verniz pu 3,5kg brilhante branco valor, Verniz pu 3,5kg brilhante branco onde comprar, Manta Líquida 3,5kg brilhante branco, Manta Líquida 3,5kg brilhante branco preço, Manta Líquida 3,5kg brilhante branco valor, Manta Líquida 3,5kg brilhante branco onde compra;;keywords;
80156;Zero Obra Elastment Verniz Pu Manta Líquida, 3,5KG Brilhante Branco - Baixo VOC, Resistência ao Intemperismo;meta;;O Zero Obra Brilhante da Drylevis é uma manta líquida de poliuretano bi componente base d’água de alto brilho que confere ao substrato proteção contra raios UV e alta resistência mecânica. Adquira hoje mesmo no nosso site Escuta o Véio!;;description;
80157;Cimento Queimado Elastment Vermelho 4,5kg;meta;;obra, reforma, construção, decoração, arquitetura, estilo industrial, decoração moderna;;Keywords;
80157;Cimento Queimado Elastment Vermelho 4,5kg;title;Cimento Queimado Vermelho 3,7kg
80157;Cimento Queimado Elastment Vermelho 4,5kg;meta;;Sua casa vai ficar ainda mais linda e estilosa com essa argamassa para revestimentos! O Elastment Cimento Queimado é perfeito para você que quer trazer personalidade, charme e beleza para ambientes internos e externos.De fácil aplicação, o produto permite criar manchas de intensidades variadas, a depender do aplicador, para que você tenha as nuances do cimento queimado na sua casa, nas suas cores preferidas.;;description;
80158;Cimento Queimado Elastment Salmão 4,5kg;meta;;cimento queimado, decoração com cimento queimado, estilo industrial, decoração moderna, cimento queimado piso, cimento queimado parede;;Keywords;
80158;Cimento Queimado Elastment Salmão 4,5kg;title;Cimento Queimado Salmão 3,7kg
80158;Cimento Queimado Elastment Salmão 4,5kg;meta;;Sua casa vai ficar ainda mais linda e estilosa com essa argamassa para revestimentos! O Elastment Cimento Queimado é perfeito para você que quer trazer personalidade, charme e beleza para ambientes internos e externos.De fácil aplicação, o produto permite criar manchas de intensidades variadas, a depender do aplicador, para que você tenha as nuances do cimento queimado na sua casa, nas suas cores preferidas.;;description;
80161;Cimento Queimado Elastment Marfim 4,5kg;meta;;Sua casa vai ficar sensacional com o Cimento Queimado da Drylevis. Produto ideal para decoração, ele proporciona uma aparência rustica e moderna. Muito simples de aplicar, seca rápido e pode usar em áreas internas e externas.;;description;
80161;Cimento Queimado Elastment Marfim 4,5kg;meta;;Cimento queimado parede,cimento queimado piso, cimento queimado branco, como fazer cimento queimado, banheiro com cimento queimado, cimento queimado para piso, cimento queimado colorido;;Keywords;
80161;Cimento Queimado Elastment Marfim 4,5kg;title;Cimento Queimado Marfim 3,7kg
80162;Cimento Queimado Elastment Chocolate 4,5kg;title;Cimento Queimado Chocolate 4,5kg Elastment
80162;Cimento Queimado Elastment Chocolate 4,5kg;meta;;decoração cimento queimado, piso cimento queimado, estilo industrial, revestimento cimento queimado, sala cimento queimado, vantagens cimento queimado;;keywords;
80162;Cimento Queimado Elastment Chocolate 4,5kg;meta;;Sua casa vai ficar ainda mais linda e estilosa com essa argamassa para revestimentos! O Elastment Cimento Queimado é perfeito para você que quer trazer personalidade, charme e beleza para ambientes internos e externos.De fácil aplicação, o produto permite criar manchas de intensidades variadas, a depender do aplicador, para que você tenha as nuances do cimento queimado na sua casa, nas suas cores preferidas.;;description;
80163;Cimento Queimado Elastment Calcário 4,5kg;title;Cimento Queimado Calcário 3,7kg
80163;Cimento Queimado Elastment Calcário 4,5kg;meta;;parede cimento queimado, piso cimento queimado, design de interiores, decoração moderna, decoração industrial, cimento queimado decoração, como usar cimento queimado, como combinar cimento queimado;;keywords;
80163;Cimento Queimado Elastment Calcário 4,5kg;meta;;Sua casa vai ficar ainda mais linda e estilosa com essa argamassa para revestimentos! O Elastment Cimento Queimado é perfeito para você que quer trazer personalidade, charme e beleza para ambientes internos e externos.De fácil aplicação, o produto permite criar manchas de intensidades variadas, a depender do aplicador, para que você tenha as nuances do cimento queimado na sua casa, nas suas cores preferidas.;;description;
80164;Cimento Queimado Elastment Bege 4,5kg;title;Cimento Queimado Bege 3,7kg
80164;Cimento Queimado Elastment Bege 4,5kg;meta;;Sua casa vai ficar sensacional com o Cimento Queimado da Drylevis. Produto ideal para decoração, ele proporciona uma aparência rustica e moderna. Muito simples de aplicar, seca rápido e pode usar em áreas internas e externas.;;description;
80164;Cimento Queimado Elastment Bege 4,5kg;meta;;Cimento queimado parede, cimento queimado piso, cimento queimado branco, como fazer cimento queimado, banheiro com cimento queimado, cimento queimado para piso, cimento queimado colorido;;Keywords;
80165;Porcelanato Liquido Alta Espessura C/ Endurecedor Kit 5.360KG;title;Resina Epóxi  Alta Espessura 5.360g
80165;Porcelanato Liquido Alta Espessura C/ Endurecedor Kit 5.360KG;meta;;Deixa a sua criatividade fluir com a Resina Epóxi Elastment. Com sua composição Bi componente permite criar peças com muito brilho em madeira, mármore e cerâmica proporcionando efeitos incríveis ;;description;
80165;Porcelanato Liquido Alta Espessura C/ Endurecedor Kit 5.360KG;meta;;Resina epoxi artesanato, resina epoxi madeira, resina epoxi para piso, resina epoxi mesa, mesa com resina epoxi,  porcelanato líquido;;keywords;
80167;Fita Multiuso Líquida para Telhados - SOS Telhas 18KG Branco;title; Sos Telhas 18KG Branco
80167;Fita Multiuso Líquida para Telhados - SOS Telhas 18KG Branco;meta;;sos telhas, sos telhado, sos telhas preço, sos telhas fita liquida, telhas, telhado, goteira, infiltração, onde comprar sos telhas, elastment, elastment sos fita liquida, preço sos telhas, sos telhas valor, ;;keywords;
80167;Fita Multiuso Líquida para Telhados - SOS Telhas 18KG Branco;meta;;As infiltrações nos telhados são problemas muito comuns para os brasileiros, ainda mais durante o verão, quando ocorrem as tempestades mais fortes que causam danos às telhas.Mas você não precisa mais conviver com goteiras e infiltrações. Com o SOS TELHAS da DRYLEVIS você tem vedação de trincas e fissuras em telhas ou lajes, correção de furos, maior aderência nas telhas e fácil aplicação! Tudo em um só produto.Além disso, é versátil e pode até ser pintado após a aplicação.;;description;
80169;Cola Piso Vinílico E Emborrachado AC10000 1KG;title;Cola Piso Vinílico E Emborrachado AC10000 1KG
80169;Cola Piso Vinílico E Emborrachado AC10000 1KG;meta;;Tenha acabamentos de alta performance para piso vinilico. Assoalhos Cola AC 10.000 possui secagem rápida, fácil aplicação e rendimento;;description;
80169;Cola Piso Vinílico E Emborrachado AC10000 1KG;meta;;cola para piso, vinílico, emborrachado, em manta, preço, rendimento;;keywords;
80170;Cera Cristal Wood Wood 900ml;meta;;Que tal deixar a madeira hidratada e nutrida com a Cera Cristal Wood Wood? 100% natural não possuindo química na sua composição. A Cera tem um muito cheiro agradável, é muito usada para iten de cozinha como: tábuas de corte, talheres de madeira, pois ela evita o terrível ressecamento da madeira.;;description;
80170;Cera Cristal Wood Wood 900ml;meta;;Cera de abelha, cera abelhas,  cera de abelha madeira, cera de abelha onde comprar, cera de abelha para que serve, onde comprar cera de abelha, cera de abelha natural, como preparar cera de abelha para madeira;;Keywords;
80170;Cera Cristal Wood Wood 900ml;title;Cera Cristal Wood Wood 900ml
80170;Cera Cristal Wood Wood 900ml;meta;;cera madeira,cera de madeira,cera para madeira,cera em madeira,wood & wood,wood madeiras,Cera Cristal Wood Wood,linha cristal,Acabamento acetinado,Cera Atóxica,Cera natural de abelha,Hidratação de madeira;;keywords;
80170;Cera Cristal Wood Wood 900ml;meta;;Cera Cristal Wood Wood 900ml: Hidratação e Proteção para sua Madeira | Escuta o Véio!;;title;
80170;Cera Cristal Wood Wood 900ml;meta;;Acabamento Acetinado: Cera Cristal Wood Wood - Brilho e Durabilidade | Escuta o Véio!;;title;
80170;Cera Cristal Wood Wood 900ml;meta;;Cera de Abelha para Madeira: Conheça a Atóxica Cera Cristal Wood Wood | Escuta o Véio!;;title;
80170;Cera Cristal Wood Wood 900ml;meta;;Aproveite a qualidade da Cera Cristal Wood Wood 900ml. Hidratação profunda, acabamento acetinado e proteção contra ressecamento. Experimente agora!;;description;
80170;Cera Cristal Wood Wood 900ml;meta;;Descubra a Cera Cristal Wood Wood, sua aliada contra rachaduras e ressecamento. Acabamento acetinado, atóxica e fácil aplicação. Preserve suas peças de madeira!;;description;
80170;Cera Cristal Wood Wood 900ml;meta;;Cera de abelha e óleo mineral USP na Cera Cristal Wood Wood. Proteja sua madeira com acabamento acetinado. Aplicação fácil, durabilidade incrível. Adquira já!;;description;
80172;Massa para Drywall, Drymix 25KG - Pronto para Uso, Secagem Rápida;title;Massa para Drywall Drymix 25KG
80172;Massa para Drywall, Drymix 25KG - Pronto para Uso, Secagem Rápida;meta;;Esse é o produto que vai revolucionar as construções com Drywall (as placas de gesso cobertas com papelão ou fibra de vidro) que você fizer. Com a Massa Drymix você tem fácil aplicação, secagem rápida e resistencia para sua construção ou reforma, adquira hoje mesmo!;;description;
80172;Massa para Drywall, Drymix 25KG - Pronto para Uso, Secagem Rápida;meta;;massa para drywall drymix 25kg pronta para uso, massa acrílica para drywall 25kg, massa para drywall drymix 25kg acabamento liso, massa drywall 25kg tratamento de juntas, massa drywall drymix 25kg nivelamento interno, massa drywall 25kg correção de imperfeições, massa drywall 25kg acabamento profissional, massa drywall 25kg alta aderência, massa drywall drymix 25kg preço baixo, massa drywall 25kg onde comprar, massa drywall drymix 25kg melhor rendimento, massa drywall 25kg pronta aplicação, massa drywall drymix 25kg secagem rápida, massa drywall 25kg acabamento perfeito, massa drywall drymix 25kg comprar online, massa drywall 25kg entrega rápida, massa drywall drymix 25kg loja especializada, massa drywall 25kg qualidade profissional, massa drywall drymix 25kg obra residencial, massa drywall 25kg obra comercial, massa drywall drymix 25kg construção civil, massa drywall 25kg aplicação fácil, massa drywall drymix 25kg venda online, massa para drywall drymix 25kg, drymix 25kg onde comprar;;keywords;
80173;Adesivo de Contato  AC9000 900ML;title;Cola para isopor 900Ml
80173;Adesivo de Contato  AC9000 900ML;meta;;Você merece o melhor para fixação de revestimento. Ac 9.000 indicada para colagem de revestimento em: madeira, isopor, laminados e compensados;;description;
80173;Adesivo de Contato  AC9000 900ML;meta;; Como colar isopor, adesivo de contato, cola de contato, preço, o que é, drylevis, como colocar telha, madeira, revestimento, cozinha, banheiro, laminado;;keywords;
80185;Promotor de Aderência ACM 9090 Profixx, 150ML - Primer para Fita Dupla-Face;title;Promotor de Aderência ACM 9090 Profixx 150ML
80185;Promotor de Aderência ACM 9090 Profixx, 150ML - Primer para Fita Dupla-Face;meta;;O Primer 9090 ACM promove adesão máxima a aderência entre a fita dupla-face de espuma acrílica e o substrato evitando descolamento. E o melhor de tudo, com tempo de secagem de apenas 30 a 90 segundos, adquira hoje mesmo!;;description;
80185;Promotor de Aderência ACM 9090 Profixx, 150ML - Primer para Fita Dupla-Face;meta;; Fita dupla face, para parede, espuma, primer, metal, estrutura metálica, acrílico, acm, promotor de aderência, primer 9090, promotor adesão ACM, fita dupla-face metálica, preparação de substrato metálico, melhor aderência fita dupla face, fixação fita espuma acrílica, PROFIXX 9090 ACM, 150 ml promotor aderência, adesão superfícies metálicas pintadas, adesão superfícies metálicas não pintadas, primer fita dupla face, agente de amarração adesiva, aumento de adesão fita acrílica, preparação metal antes da fita, promotor adesão para metal, promotor adesão para fita dupla face espuma acrílica, aplicação rápida 30 segundos, fixador adesivo metal, produto industrial de adesão, kit promotor de aderência, promotor adesão alta performance, solução para descolamento fita dupla face, fixação permanente fita metálica, adesivo preparador de superfície metálica, primer para construção metálica, acessório fixação de acabamento metálico;;keywords;
80186;Promotor de Aderência Silano  9091 200ML;title;Promotor de Aderência Silano  9091 200ML
80186;Promotor de Aderência Silano  9091 200ML;meta;;Use o Primer Silano e tenha maior aderência na hora de aplicar dupla face em vidros, cerâmicas, azulejos e outros substratos! O produto já vem pronto para o uso, possui fácil aplicação, alto rendimento e seca super rápido.;;description;
80186;Promotor de Aderência Silano  9091 200ML;meta;;primer, dupla face, aderência, vidro, cerâmica, azulejo,;;keywords;
80187;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 5kg;title;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 5kg
80187;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 5kg;meta;;Seja no sistema Steel freme, alvenaria estrutural ou fechamento use Base Coat Render para tratamento de juntas de dilatação. Ele é flexível e acompanha a movimentação das estruturas além de ser impermeabilizante impedindo a passagem de água no estado gasoso. Pronto para o uso!;;description;
80187;Base Coat Render Pronto para Placa Cimentícia Zero Trinca 5kg;meta;;Tratamento de junta, placa cimentícia , drywall, massa, drylevis, steel freme, aço galvanizado, casas, alvenaria estrutural ,vedação, wood frame,dilatação. ;;keywords;
